47, 0, 1
48, 0, 2
49, 0, 1
50, 0, 2
51, 0, 2
52, 0, 2
48, 1, 2
49, 1, 1
50, 1, 2
51, 1, 2
48, 2, 1
49, 2, 1
50, 2, 2
36, 0, 1
37, 0, 2
38, 0, 1
40, 0, 2
41, 0, 3
42, 0, 3
43, 0, 3
56, 0, 3
57, 0, 3
58, 0, 1
59, 0, 1
36, 1, 1
37, 1, 2
40, 1, 2
41, 1, 3
42, 1, 3
43, 1, 2
56, 1, 5
57, 1, 3
58, 1, 1
37, 2, 2
41, 2, 1
42, 2, 2
43, 2, 2
56, 2, 5
57, 2, 3
58, 2, 1
37, 3, 1
42, 3, 2
56, 3, 5
57, 3, 3
58, 3, 1
57, 5, 2
62, 5, 1
63, 5, 1
62, 6, 1
63, 6, 1
64, 6, 2
63, 7, 1
64, 7, 2
65, 7, 2
36, 8, 1
63, 8, 1
64, 8, 2
65, 8, 2
66, 8, 1
67, 8, 1
35, 10, 2
36, 10, 1
63, 10, 1
64, 10, 2
65, 10, 2
66, 10, 1
67, 10, 2
68, 10, 1
35, 11, 2
36, 11, 1
37, 11, 1
63, 11, 1
64, 11, 2
65, 11, 2
66, 11, 1
67, 11, 2
68, 11, 2
34, 12, 1
35, 12, 2
36, 12, 1
37, 12, 1
62, 12, 1
63, 12, 1
64, 12, 2
65, 12, 2
66, 12, 1
67, 12, 2
68, 12, 2
69, 12, 1
34, 13, 2
35, 13, 2
36, 13, 1
37, 13, 1
61, 13, 1
62, 13, 2
63, 13, 1
64, 13, 2
65, 13, 2
66, 13, 1
67, 13, 2
68, 13, 2
69, 13, 1
32, 15, 1
33, 15, 1
34, 15, 2
35, 15, 2
36, 15, 1
37, 15, 2
61, 15, 1
62, 15, 2
63, 15, 1
64, 15, 2
65, 15, 2
66, 15, 1
67, 15, 2
32, 16, 2
33, 16, 1
34, 16, 2
35, 16, 2
36, 16, 1
37, 16, 2
38, 16, 1
60, 16, 1
61, 16, 1
62, 16, 2
63, 16, 1
64, 16, 2
65, 16, 2
31, 17, 1
32, 17, 2
33, 17, 1
34, 17, 2
35, 17, 2
36, 17, 1
37, 17, 2
38, 17, 1
39, 17, 1
60, 17, 1
61, 17, 1
62, 17, 2
63, 17, 1
64, 17, 1
31, 18, 2
32, 18, 2
33, 18, 1
34, 18, 2
35, 18, 2
36, 18, 1
37, 18, 2
38, 18, 1
39, 18, 2
31, 20, 2
32, 20, 2
33, 20, 1
34, 20, 2
35, 20, 2
36, 20, 1
37, 20, 2
38, 20, 1
39, 20, 2
40, 20, 1
53, 20, 1
54, 20, 2
55, 20, 1
32, 21, 2
33, 21, 1
34, 21, 2
35, 21, 2
36, 21, 1
37, 21, 2
38, 21, 1
39, 21, 2
40, 21, 1
53, 21, 2
54, 21, 2
55, 21, 1
56, 21, 1
33, 22, 1
34, 22, 2
35, 22, 2
36, 22, 1
37, 22, 2
38, 22, 1
39, 22, 2
40, 22, 2
52, 22, 1
53, 22, 2
54, 22, 2
55, 22, 1
56, 22, 1
34, 23, 2
35, 23, 2
36, 23, 1
37, 23, 2
38, 23, 1
39, 23, 2
40, 23, 2
41, 23, 1
51, 23, 2
52, 23, 1
53, 23, 2
54, 23, 2
38, 25, 1
39, 25, 2
40, 25, 1
50, 25, 1
51, 25, 2
52, 25, 1
53, 25, 2
54, 25, 1
50, 26, 2
51, 26, 2
52, 26, 1
53, 26, 2
50, 27, 1
51, 27, 2
52, 27, 1
53, 27, 1
32, 0, 2
34, 0, 3
35, 0, 1
33, 1, 2
34, 1, 1
35, 1, 1
32, 2, 1
34, 2, 1
35, 2, 1
30, 3, 2
32, 3, 1
35, 3, 1
29, 4, 1
30, 4, 1
31, 4, 1
32, 4, 1
33, 4, 1
29, 5, 2
28, 5, 1
30, 5, 2
28, 6, 1
29, 6, 1
27, 7, 2
29, 7, 1
26, 8, 1
28, 8, 1
27, 9, 1
26, 10, 2
27, 10, 1
25, 11, 1
26, 11, 1
27, 11, 1
26, 12, 1
55, 1, 8
55, 2, 4
54, 3, 2
55, 3, 5
54, 4, 7
55, 4, 8
53, 4, 3
54, 5, 6
55, 5, 8
56, 5, 7
54, 6, 4
55, 6, 6
56, 6, 8
55, 7, 3
56, 7, 6
56, 8, 4
45, 0, 1
54, 0, 2
54, 1, 3
54, 2, 7
56, 4, 6
39, 0, 1
39, 2, 1
40, 2, 1
40, 3, 1
41, 3, 1
55, 0, 3
53, 2, 1
53, 3, 2
57, 6, 3
57, 7, 1
